,column1,column2,labels
174,-64646144.89786569,10.472258210953603,3
175,-67106144.8978661,10.619182381792903,0
176,-48046144.89786351,10.579631443241546,2
177,-62806144.89786595,11.43522858242651,2
178,-66956144.897866115,10.696980295612684,2
179,-59941144.89786633,12.921168736384285,3
180,-66956144.897866115,10.696980295612684,0
181,-64806144.897865675,10.397923064829454,3
182,-14566144.8978651,22.304781749583203,2
183,-67056144.8978661,10.645115019732833,2
184,-61006144.897865444,10.93734429549656,2
185,-49106144.89786261,8.598400266147815,2
186,-43076144.897860475,6.051935162335457,2
187,-66106144.897866234,11.13783514059143,0
188,-66456144.89786545,9.533496717528271,3
189,-63946144.89786652,12.25812509959625,0
190,-62926144.89786666,12.787150913570747,2
191,-5756144.897861882,18.389148581397873,2
192,-53966144.89786639,14.597309012721803,2
193,-41206144.89786665,18.3956461858745,3
194,-63706144.897866555,12.382601761707893,2
195,-56816144.897865266,11.69633869266233,2
196,-59156144.89786642,13.319661856757513,2
197,-39116144.897858076,2.431858847810146,2
198,-27966144.89785882,6.766079265079183,3
199,-58846144.89786647,13.489093507268674,3
200,-56306144.8978668,14.797822219333314,0
201,-59973144.89786632,12.895922552819119,2
202,-57206144.89786595,12.925523369498201,0
203,-54456144.89786486,11.523497131794022,2
204,-65676144.89786556,9.946695164674734,2
205,-64326144.89786574,10.646876389052744,3
206,-61656144.89786683,13.445839917244871,2
207,-54356144.89786485,11.540765226539406,2
208,-59016144.89786497,10.546653328021945,2
209,-54396144.89786116,4.4232679193363165,2
210,-53606144.89786644,14.792673301172888,0
211,13883857.102139873,20.090525828306088,2
212,-60786144.89786621,12.47425785991592,3
213,-26086144.89786502,19.16687258790792,2
214,-64426144.89786646,12.009171775372954,3
215,-65816144.897866264,11.288244440643009,0
216,-36110144.89786293,12.553736671511432,0
217,-62226144.89786528,10.304587929762354,2
218,-67126144.8978661,10.608809326616933,2
219,-60806144.89786621,12.463884804739946,2
220,-62626144.897865966,11.519936783726626,2
221,101474088.10220958,-91.45239272395035,2
222,-63506144.89786658,12.4863323134676,2
223,-33378144.897862572,12.556535346348946,2
224,-51934144.89786447,11.417378727283849,2
225,-63446144.8978666,12.51745147899551,0
226,-43216144.89785972,4.5392152280527425,0
227,-65506144.89786558,10.034866133670487,0
228,-51046144.89786087,4.746593999111316,2
229,-60406144.89786405,8.411565331091936,2
230,-63926144.89786579,10.845688197288545,2
231,-19228144.897863004,17.067150558947976,2
232,-65366144.89786633,11.521638182102341,2
233,-61256144.89786688,13.653301020764287,2
234,-52334144.897865884,14.038238948164558,2
235,-52526144.897865854,13.93865761847524,2
236,72273855.10214007,34.827541388329486,0
237,-702144.897860361,16.767937637765442,2
238,-52606144.89786438,11.068844073371237,0
239,-5406144.8978612,17.16516568006091,2
240,-4416144.897860187,15.505480989946058,3
241,-53456144.89786572,13.43901196222538,2
242,-57666144.89786219,5.564244017748871,3
243,-62146144.89786233,4.663489615815147,0
244,-66556144.897866175,10.904441399132091,2
245,-68206143.89786595,10.048664865767286,2
246,-64356144.897866465,12.045477468488851,0
247,-57336144.897864476,10.02977718645427,0
248,-66866144.89786612,10.74365904390455,0
249,-18365995.897809513,-85.719421824311,3
250,57673855.10214498,21.58991916578715,0
251,10209855.102138162,22.43612583705858,0
252,-38158144.89786486,15.73401780809223,0
253,-43342144.89786489,14.459482568680727,3
254,-39046144.897865444,16.635719048777492,3
255,-65336144.89786559,10.11438780738262,3
256,-58116144.89786287,6.745010938489591,3
257,-46196144.89785932,3.0022793021167575,0
258,-63446144.8978666,12.51745147899551,0
259,-32412644.897858232,4.4598897730815334,0
260,-58356144.89786653,13.734584063796333,3
261,-58206144.897866555,13.821031272899729,0
262,-54996144.897865504,12.631637418392026,3
263,-62816144.89786372,7.15296288710387,3
264,-67169144.8978661,10.586507257988599,0
265,-37606144.89786494,16.011664835665393,3
266,-63526144.897866584,12.47595925829163,3
267,-66816144.89786613,10.76959168184448,0
268,-60516144.89786625,12.61429410479152,3
269,-44478144.897865474,15.284453696885667,0
270,-41026144.89786371,12.797763852523524,0
271,-62956144.89786518,9.94327000640667,0
272,-45156144.89785724,-0.7440502917510498,3
273,-64286144.89786352,6.390543331670041,3
274,-64806144.897866406,11.812083727029515,3
275,-61882144.89786607,11.914463731556346,0
276,-64356144.897866465,12.045477468488851,3
277,-54106144.89786635,14.516048331206397,3
278,-58286144.89786655,13.779539052195846,0
279,-37806144.89786636,18.71895701773858,0
280,-52156144.89785999,2.7567287746448907,0
281,-65146144.897864155,7.367311916586979,0
282,-25706144.89786285,15.095530763800326,0
283,-62409144.897865266,10.218323770185846,0
284,410173860.102148,106.8379335437274,3
285,256931893.10217687,11.785498720696744,3
286,451883860.10214823,117.15765481561343,3
287,-63336144.89786661,12.574503282463347,0
288,-23118144.897869088,27.77703728702225,0
289,-66172144.89786622,11.103604058510728,0
290,-58476144.897864304,9.421214450856713,3
291,-46036144.89786524,14.450444812826705,3
292,-42066144.89785988,5.135665900671048,0
293,-57366144.89785929,0.06319719658818765,0
294,-67006144.89786611,10.671047657672755,0
295,-66251144.89786475,8.234309166165525,3
296,-55219144.89786548,12.54192573903081,0
297,-63606144.89786657,12.434467037587746,3
298,-55570144.897866175,13.774039282892584,3
299,-12214144.897863213,19.282171051677164,3
300,-50670144.89786611,14.901277138805305,3
301,-49486144.897865534,14.101201343022696,3
302,-18044644.89786317,17.680976098986037,3
303,-51656144.89786449,11.552914898946224,3
304,-47986144.89786054,4.9022121882675105,3
