,column1,column2,labels
0,-52416144.89786101,1.2682634615511903,2
1,-51506144.89786237,7.396880120975248,1
2,-31036144.89785336,-4.612868501869224,3
3,-49706144.89786333,9.74461574905685,0
4,-53206144.8978614,5.101009768774342,2
5,-46436144.897863775,11.440610270358459,3
6,-39806144.8978632,12.05095673679929,2
7,-44696144.8978574,-0.38437988936383904,1
8,-34516144.897854365,-3.589458778065389,0
9,-53206144.89786214,6.5151704310018825,3
10,-43096144.897859074,3.2737858491837892,0
11,-46956144.89785857,1.2717862001855544,3
12,-32036144.897856902,1.9392820504606725,0
13,-40106144.89785581,-2.2462457131185265,1
14,-26286138.89785621,2.093217201067169,0
15,-42236144.89785846,2.305666559530972,1
16,-34556144.897855826,-0.7818835639626075,2
17,-61866144.897864655,9.094440850863794,2
18,-50316144.8978603,3.7715949172738856,2
19,-59266144.89786206,4.7862953748539745,0
20,-38536144.8978597,5.6388424293475,0
21,-43286144.897860534,6.00356314946539,0
22,-62036144.89786535,10.420430544094009,1
23,-41796144.897857785,1.1197131111788772,0
24,-58556144.89786289,6.568699495835075,0
25,-11396032.897780305,-140.09366773433942,1
26,101333916.10219643,-66.07020140072021,0
27,227053855.10216987,17.518880407740227,0
28,-31166061.897796746,-113.57927059898402,2
29,-41886041.897779144,-150.24210307422717,0
30,-56406037.89778675,-139.38885044854771,0
31,195353855.1021411,64.72346704889924,1
32,-3086144.897857865,11.297636769037222,2
33,56063855.10218561,-57.01529890340778,0
34,84343855.10214578,26.946073564827486,2
35,84227855.1021392,39.6133558048537,2
36,131293855.10213728,55.539302577537825,2
37,189333855.1021456,54.52172483461065,3
38,-53686136.89784957,-17.77451000187209,1
39,134503855.10214648,38.74224566820359,1
40,-37096144.89785916,4.971541739803231,1
41,103073855.10213812,46.559564372891,0
42,-66806144.897865444,9.360617546808196,3
43,166333855.10214132,56.7429672994337,0
44,260693855.1021441,75.98566771376224,0
45,-64726144.897866465,11.853575947356031,2
46,-37366144.89786054,7.607931048614027,2
47,-14056144.897854818,2.6932017291832486,2
48,-34086144.89785221,-7.608920078460659,2
49,-64846144.89786644,11.791337616299094,0
50,-3156144.8978591324,13.91666649782184,1
51,-34476144.8978595,6.313113377624358,3
52,-40976144.897858575,2.9072732648626647,1
53,-54156144.89786268,7.384715201595822,1
54,-58806144.89786578,12.095678955043304,3
55,-62206144.89786165,3.2614562639589537,3
56,-33056144.8978626,12.680295058658585,3
57,-65236144.8978664,11.589063040364039,3
58,-43086144.89785827,1.7956173535227524,3
59,-34966144.89786089,8.87864555513592,3
60,-66646144.89786546,9.434952693089759,3
61,-57276144.89786303,7.215276436853716,0
62,-44706144.89785733,-0.4501114828457916,0
63,-43501144.897864915,14.377016779686983,0
64,3775855.10213827,20.51327464888675,0
65,-68206141.89786452,7.22034457820796,2
66,792393855.1021745,155.10716386610815,1
67,-66206144.897866264,11.085969864320441,2
68,1067163872.1021929,191.5899387342779,0
69,-44676144.89785878,2.3764708341181477,0
70,23908855.1021385,25.29866799305464,3
71,-36166144.897847526,-17.172681790146232,2
72,-61946144.89786684,13.295430616841806,1
73,-55216144.897864774,11.112022444452943,0
