,date,value,flag,MA5,MA20
217,2018-11-13,1088923913.0,past,1174636543.6,1149088812.45
218,2018-11-14,1549523299.0,past,1484499203.4,1166429634.7
219,2018-11-15,1554398961.0,past,1518702274.6,1241009582.75
220,2018-11-16,131250000.0,past,1182115377.0,1171756127.15
221,2018-11-17,1261330575.0,past,1117085349.6,1162917827.4
222,2018-11-18,1743417914.0,past,1247984149.8,1182783261.75
223,2018-11-19,1305481927.0,past,1199175875.4,1212058983.35
224,2018-11-20,1911582392.0,past,1270612561.6,1253458816.45
225,2018-11-21,1567402443.0,past,1557843050.2,1248452343.75
226,2018-11-22,2114029416.0,past,1728382818.4,1354089814.55
227,2018-11-23,281808000.0,past,1436060835.6,1304285404.55
228,2018-11-24,1921377153.0,past,1559239880.8,1318483085.6
229,2018-11-25,1477252639.0,past,1472373930.2,1306324730.95
230,2018-11-26,1153590979.0,past,1389611637.4,1210090420.8
231,2018-11-27,1365800834.0,past,1239965921.0,1267866462.5
232,2018-11-28,1295561895.0,past,1442716700.0,1325349557.25
233,2018-11-29,1726647854.0,past,1403770840.2,1411671449.95
234,2018-12-01,1402428874.0,past,1388806087.2,1412623713.4
235,2018-12-02,1943017964.0,past,1546691484.2,1419065387.2
236,2018-12-03,1196680786.0,past,1512867474.6,1399575390.9
237,2018-12-04,1238331396.0,past,1501421374.8,1407045765.05
238,2018-12-05,1614534275.0,past,1478998659.0,1410296313.85
239,2018-12-06,1592748226.0,past,1517062529.4,1412213777.1
240,2018-12-07,162590000.0,past,1160976936.6,1413780777.1
241,2018-12-08,1149319786.0,past,1151504736.6,1408180237.65
242,2018-12-09,1462105830.0,past,1196259623.4,1394114633.45
243,2018-12-10,1174776947.0,past,1108308157.8,1387579384.45
244,2018-12-11,1087945116.0,past,1007347535.8,1346397520.65
245,2018-12-12,1567814517.0,past,1288392439.2,1346418124.35
246,2018-12-13,1820239701.0,past,1422576422.2,1331728638.6
247,2018-12-15,1309954790.0,past,1392146214.2,1383135978.1
248,2018-12-16,1440377362.0,past,1445266297.2,1359085988.55
249,2018-12-17,1435540914.0,past,1514785456.8,1357000402.3
250,2018-12-18,1611851732.0,past,1523592899.8,1379913439.95
251,2018-12-19,1646127141.0,past,1488770387.8,1393929755.3
252,2018-12-20,1927390995.0,past,1612257628.8,1425521210.3
253,2018-12-21,500000.0,past,1324282156.4,1339213817.6
254,2018-12-22,1110937365.0,past,1259361446.6,1324639242.15
255,2018-12-23,1199960780.0,past,1176983256.2,1287486382.95
256,2018-12-24,1316645923.0,past,1111087012.6,1293484639.8
257,2018-12-25,1080789528.0,past,941766719.2,1285607546.4
258,2018-12-26,1198719530.0,past,1181410625.2,1264816809.15
259,2018-12-27,1746826379.0,past,1308588428.0,1272520716.8
260,2018-12-29,1133030218.0,past,1295202315.6,1321042727.7
261,2018-12-30,1532565677.0,past,1338386266.4,1340205022.25
262,2018-12-31,1062839152.0,past,1334796191.2,1320241688.35
263,2019-01-01,1164880444.0,past,1328028374.0,1319746863.2
264,2019-01-02,1504784993.0,past,1279620096.8,1340588857.05
265,2019-01-03,1502669585.0,past,1353547970.2,1337331610.45
266,2019-01-05,1236123804.0,past,1294259595.6,1308125815.6
267,2019-01-06,1700805110.0,past,1421852787.2,1327668331.6
268,2019-01-07,1157304266.0,past,1420337551.6,1313514676.8
269,2019-01-08,1126291607.0,past,1344638874.4,1298052211.45
270,2019-01-09,1242375187.0,past,1292579994.8,1279578384.2
271,2019-01-10,2060041656.0,past,1457363565.2,1300274109.95
272,2019-01-11,8100000.0,past,1118822543.2,1204309560.2
273,2019-01-12,1412406297.0,past,1169842949.4,1274904875.05
274,2019-01-13,1385144770.0,past,1221613582.0,1288615245.3
275,2019-01-14,1467950535.0,past,1266728651.6,1302014733.05
276,2019-01-15,1071474220.0,past,1069015164.4,1289756147.9
277,2019-01-16,1157526708.0,past,1298900506.0,1293593006.9
278,2019-01-17,1751057718.0,past,1366630790.2,1321209916.3
279,2019-01-18,69960000.0,past,1103593836.2,1237366597.35
280,2019-01-19,1189847201.0,past,1047973169.4,1240207446.5
281,2019-01-20,1926866297.0,past,1219051584.8,1259922477.5
282,2019-01-21,1081777212.0,past,1203901685.6,1260869380.5
283,2019-01-22,1102031122.0,past,1074096366.4,1257726914.4
284,2019-01-23,1647638012.0,past,1389631968.8,1264869565.35
285,2019-01-24,1495118506.0,past,1450686229.8,1264492011.4
286,2019-01-25,70220000.0,past,1079356970.4,1206196821.2
287,2019-01-26,1313782682.0,past,1125758064.4,1186845699.8
288,2019-01-27,1611406800.0,past,1227633200.0,1209550826.5
289,2019-01-28,1218456111.0,past,1141796819.8,1214159051.7
290,2019-01-29,1072095777.0,past,1057192274.0,1205645081.2
291,2019-01-30,1623764940.0,past,1367901262.0,1183831245.4
292,2019-01-31,1726520852.0,past,1450448896.0,1269752288.0
293,2019-02-01,158150000.0,past,1159797536.0,1207039473.15
294,2019-02-02,1318872163.0,past,1179880746.4,1203725842.8
295,2019-02-03,1975357630.0,past,1360533117.0,1229096197.55
296,2019-02-04,1188062648.0,past,1273392658.6,1234925618.95
297,2019-02-05,1065427058.0,past,1141173899.8,1230320636.45
298,2019-02-06,1553552096.0,past,1420254319.0,1220445355.35
299,2019-02-07,2045348892.0,past,1565549664.8,1319214799.95
300,2019-02-08,3850000.0,past,1171248138.8,1259914939.9
301,2019-02-09,1206799161.0,past,1174995441.4,1223911583.1
302,2019-02-10,1250894208.0,past,1212088871.4,1232367432.9
303,2019-02-11,1047445032.0,past,1110867458.6,1229638128.4
304,2019-02-12,1533154555.0,past,1008428591.2,1223913955.55
305,2019-02-13,1453409824.0,past,1298340556.0,1221828521.45
306,2019-02-14,1903330715.0,past,1437646866.8,1313484057.2
307,2019-02-15,95000000.0,past,1206468025.2,1252544923.1
308,2019-02-16,1477552128.0,past,1292489444.4,1245852189.5
309,2019-02-17,1652802432.0,past,1316419019.8,1267569505.55
310,2019-02-18,1161469968.0,past,1258031048.6,1272038215.1
311,2019-02-19,1669008452.0,past,1211166596.0,1274300390.7
312,2019-02-20,1313896541.0,past,1454945904.2,1253669175.15
313,2019-02-21,1324738895.0,past,1424383257.6,1311998619.9
314,2019-02-22,1440000.0,past,1094110771.2,1246127011.75
315,2019-02-23,1492344884.0,past,1160285754.4,1221976374.45
316,2019-02-24,1689182411.0,past,1164320546.2,1247032362.6
317,2019-02-25,1572442990.0,past,1216029836.0,1272383159.2
318,2019-02-26,1602031998.0,past,1271488456.6,1274807154.3
319,2019-02-27,1578204442.0,past,1586841345.0,1251449931.8
320,2019-02-28,1690745368.0,past,1626521441.8,1335794700.2
321,2019-03-01,210000.0,past,1288726959.6,1275465242.15
322,2019-03-02,1601239443.0,past,1294486250.2,1292982503.9
323,2019-03-03,1944276498.0,past,1362935150.2,1337824077.2
324,2019-03-04,1474637064.0,past,1342221674.6,1334898202.65
325,2019-03-05,1296922386.0,past,1263457078.2,1327073830.75
326,2019-03-06,2236202665.0,past,1710655611.2,1343717428.25
327,2019-03-07,1404240199.0,past,1671255762.4,1409179438.2
328,2019-03-09,1325200331.0,past,1547440529.0,1401561848.35
329,2019-03-10,1483128710.0,past,1549138858.2,1393078162.25
330,2019-03-11,1508334328.0,past,1591421246.6,1410421380.25
331,2019-03-12,1035385465.0,past,1351257806.6,1378740230.9
332,2019-03-13,1274406697.0,past,1325291106.2,1376765738.7
333,2019-03-14,1764839385.0,past,1413218917.0,1398770763.2
334,2019-03-15,165235000.0,past,1149640175.0,1406960513.2
335,2019-03-16,2074528705.0,past,1262879050.4,1436069704.25
336,2019-03-17,2481852881.0,past,1552172533.6,1475703227.75
337,2019-03-18,2651236957.0,past,1827538585.6,1529642926.1
338,2019-03-19,3354385761.0,past,2145447860.8,1617260614.25
339,2019-03-20,93980000.0,past,2131196860.8,1543049392.15
340,2019-03-22,140870000.0,past,1744465119.8,1465555623.75
341,2019-03-23,95420000.0,past,1267178543.6,1470316123.75
342,2019-03-24,54080000.0,past,747747152.2,1392958151.6
343,2019-03-25,684372498.0,past,213744499.6,1329962951.6
344,2019-03-26,950318889.0,past,385012277.4,1303747042.85
345,2019-03-27,1038398162.0,past,564517909.8,1290820831.65
346,2019-03-28,1171654722.0,past,779764854.2,1237593434.5
347,2019-03-29,3715000.0,past,769691854.2,1167567174.55
348,2019-03-30,982471385.0,past,829311631.6,1150430727.25
349,2019-03-31,1101754234.0,past,859598700.6,1131362003.45
350,2019-04-01,689973944.0,past,789913857.0,1090443984.25
351,2019-04-03,843081329.0,past,724199178.4,1080828777.45
352,2019-04-04,1125962754.0,past,948648729.2,1073406580.3
353,2019-04-06,1402636441.0,past,1032681740.4,1055296433.1
354,2019-04-07,1680113279.0,past,1148353549.4,1131040347.05
355,2019-04-08,1315361667.0,past,1273431094.0,1093081995.15
356,2019-04-09,1103918465.0,past,1325598521.2,1024185274.35
357,2019-04-10,1485502702.0,past,1397506510.8,965898561.6
358,2019-04-11,1343466508.0,past,1385672524.2,865352598.95
359,2019-04-12,124750000.0,past,1074599868.4,866891098.95
360,2019-04-13,1055011550.0,past,1022529845.0,912598176.45
361,2019-04-14,1317310665.0,past,1065208285.0,973692709.7
362,2019-04-15,1440033968.0,past,1056114538.2,1042990408.1
363,2019-04-16,1122209662.0,past,1011863169.0,1064882266.3
364,2019-04-17,1420125441.0,past,1270938257.2,1088372593.9
365,2019-04-18,1632728825.0,past,1386481712.2,1118089127.05
366,2019-04-19,140600000.0,past,1151139579.2,1066536390.95
367,2019-04-20,2011713654.0,past,1265475516.4,1166936323.65
368,2019-04-21,1123120662.0,past,1265657716.4,1173968787.5
369,2019-04-22,1036472222.0,past,1188927072.6,1170704686.9
370,2019-04-23,1275604711.0,past,1117502249.8,1199986225.25
371,2019-04-24,1451714322.0,past,1379725114.2,1230417874.9
372,2019-04-25,1848966707.0,past,1347175724.8,1266568072.55
373,2019-04-27,1599790781.0,past,1442509748.6,1276425789.55
374,2019-04-28,1273753278.0,past,1489965959.8,1256107789.5
375,2019-04-29,1288025536.0,past,1492450124.8,1254740982.95
376,2019-04-30,1280802513.0,past,1458267763.0,1263585185.35
377,2019-05-01,1614458608.0,past,1411366143.2,1270032980.65
378,2019-05-02,1888708213.0,past,1469149629.6,1297295065.9
379,2019-05-04,1588254995.0,past,1532049973.0,1370470315.65
380,2019-05-05,1519992498.0,past,1578443365.4,1393719363.05
381,2019-05-06,1329893718.0,past,1588261606.4,1394348515.7
382,2019-05-07,1291905444.0,past,1523750973.6,1386942089.5
